MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
186,286,244,1,94
350,159,164,1,95
562,654,712,0,14
652,591,731,0,11
589,927,733,0,8
214,147,172,1,118
850,581,787,0,10
164,159,285,1,107
313,179,350,1,59
822,447,712,0,15
320,130,195,1,95
350,297,164,1,73
204,255,100,1,125
759,536,756,0,10
842,608,803,0,12
350,202,209,1,83
679,539,643,0,13
849,611,648,0,12
271,149,118,1,124
910,650,829,0,9
290,228,116,1,105
607,876,483,0,12
151,289,267,1,88
188,198,279,1,104
681,828,616,0,11
198,350,138,1,92
914,657,701,0,8
971,463,775,0,11
596,846,745,0,8
518,821,808,0,11
741,797,767,0,11
253,224,130,1,119
154,260,251,1,98
103,233,265,1,114
737,429,858,0,15
213,151,114,1,124
208,172,329,1,78
329,149,299,1,69
340,294,350,1,44
270,191,181,1,97
130,350,169,1,107
700,907,563,0,9
191,317,100,1,112
138,247,241,1,107
939,912,954,0,3
170,320,135,1,109
233,115,238,1,112
187,162,295,1,108
493,765,495,0,14
877,902,972,0,1
960,413,731,0,9
761,566,786,0,12
588,760,782,0,14
300,100,278,1,99
139,291,296,1,80
219,174,232,1,108
124,120,239,1,132
260,266,190,1,91
128,302,230,1,95
250,171,216,1,110
316,129,267,1,85
250,111,275,1,107
656,613,716,0,12
148,203,302,1,108
527,828,745,0,9
569,885,615,0,11
899,400,918,0,9
120,318,291,1,79
908,596,732,0,11
565,858,590,0,10
328,257,317,1,48
447,815,683,0,12
312,263,250,1,79
565,817,734,0,13
210,279,192,1,96
312,258,333,1,46
1023,1010,992,0,0
625,626,667,0,14
859,513,865,0,9
204,139,303,1,107
642,890,608,0,10
256,271,268,1,76
1006,647,657,0,9
240,182,214,1,92
278,309,236,1,57
173,308,155,1,110
178,350,291,1,69
167,248,335,1,90
734,995,587,0,7
106,194,335,1,93
480,950,509,0,13
175,134,121,1,139
350,208,220,1,86
305,237,105,1,112
315,344,348,1,37
625,648,726,0,12
226,214,194,1,93
661,687,754,0,12
150,142,170,1,132
102,325,160,1,116
962,667,653,0,8
100,138,100,1,164
209,139,320,1,85
350,214,284,1,51
650,505,621,0,16
335,209,216,1,88
309,264,264,1,72
253,247,234,1,74
316,303,323,1,50
938,937,859,0,2
632,689,759,0,13
274,139,315,1,85
278,228,114,1,98
671,701,640,0,15
263,100,144,1,134
310,168,296,1,73
494,747,703,0,11
163,172,184,1,132
720,989,705,0,9
350,348,248,1,47
325,175,100,1,109
991,943,981,0,0
494,1014,642,0,9
125,100,249,1,133
257,292,295,1,70
292,350,170,1,71
616,566,619,0,17
685,713,682,0,10
767,407,645,0,16
853,610,753,0,13
569,772,645,0,13
328,105,313,1,87
322,166,197,1,96
518,863,680,0,9
120,187,312,1,117
1016,789,779,0,3
432,697,779,0,13
106,265,208,1,124
461,892,617,0,13
196,217,100,1,127
1023,750,672,0,9
207,212,350,1,68
614,975,520,0,14
457,807,549,0,15
125,152,325,1,119
248,286,336,1,53
199,240,115,1,111
504,936,724,0,9
288,143,186,1,97
921,453,818,0,12
670,755,537,0,11
632,698,764,0,14
243,178,227,1,104
317,100,151,1,123
108,288,208,1,119
1007,421,590,0,12
267,215,257,1,80
913,740,835,0,6
622,886,742,0,8
224,113,278,1,101
770,465,824,0,9
630,896,827,0,8
503,713,570,0,16
329,187,182,1,96
159,151,136,1,148
617,997,652,0,8
350,255,128,1,95
429,985,511,0,13
645,608,727,0,14
144,261,244,1,112
655,803,514,0,13
144,252,302,1,89
842,1023,893,0,6
218,335,274,1,55
708,848,464,0,10
201,233,123,1,122
850,612,807,0,7
696,416,862,0,11
153,134,106,1,150
146,127,231,1,125
957,495,863,0,7
188,226,121,1,118
151,198,326,1,101
337,173,147,1,102
904,810,861,0,7
262,181,153,1,118
887,554,791,0,13
312,311,100,1,86
773,947,949,0,6
740,676,691,0,11
617,622,709,0,11
305,222,221,1,91
104,276,280,1,106
643,699,556,0,16
141,109,330,1,123
695,830,527,0,10
153,278,162,1,110
274,292,308,1,68
313,224,154,1,90
151,133,277,1,123
538,649,633,0,14
172,157,285,1,97
127,291,104,1,120
708,921,600,0,9
630,715,714,0,13
114,288,254,1,96
623,974,505,0,9
100,133,143,1,145
114,135,179,1,146
329,326,154,1,60
171,154,162,1,133
977,598,732,0,10
263,230,246,1,95
958,1023,915,0,4
715,525,823,0,13
1023,464,813,0,10
288,273,157,1,79
904,949,890,0,4
303,155,211,1,94
249,274,318,1,52
924,556,649,0,10
311,175,229,1,85
654,671,765,0,10
126,178,290,1,121
320,266,242,1,74
885,616,704,0,9
262,184,327,1,65
102,247,340,1,84
350,121,100,1,115
667,971,567,0,9
700,679,837,0,8
579,868,691,0,11
681,969,541,0,10
627,977,707,0,9
147,289,130,1,119
545,675,657,0,13
757,641,759,0,9
272,115,202,1,102
563,800,735,0,10
231,147,340,1,97
204,134,334,1,86
921,481,710,0,13
834,488,791,0,11
848,925,933,0,3
350,267,219,1,73
205,210,162,1,105
656,1017,563,0,9
193,263,173,1,113
701,879,796,0,7
287,230,214,1,95
768,673,854,0,9
129,100,170,1,138
542,1000,768,0,11
277,194,319,1,62
861,859,897,0,7
836,1016,834,0,2
532,790,555,0,13
279,342,100,1,79
330,237,276,1,73
485,878,584,0,13
301,317,119,1,94
190,193,246,1,111
273,290,145,1,92
268,271,129,1,90
273,110,144,1,132
105,124,124,1,163
197,214,282,1,86
319,137,130,1,113
230,241,310,1,71
702,703,783,0,13
218,165,273,1,93
507,647,723,0,17
326,327,261,1,43
214,179,197,1,109
555,993,701,0,7
874,978,953,0,5
603,874,763,0,10
279,222,103,1,118
872,1023,914,0,5
757,464,664,0,15
891,715,877,0,6
672,741,543,0,12
143,310,236,1,97
194,305,100,1,109
330,230,117,1,101
199,302,283,1,66
728,720,829,0,11
126,100,100,1,157
312,284,349,1,53
322,202,235,1,77
717,897,699,0,7
667,1023,528,0,10
317,132,326,1,77
143,156,306,1,108
623,900,555,0,9
198,197,135,1,132
100,222,202,1,119
290,224,179,1,92
601,933,516,0,12
935,802,889,0,6
218,299,241,1,70
214,216,132,1,128
139,262,331,1,86
350,167,235,1,69
457,606,541,0,20
1015,562,659,0,7
162,307,350,1,69
132,100,338,1,119
142,103,293,1,129
892,553,741,0,12
149,251,320,1,93
518,967,514,0,12
252,279,283,1,74
780,599,748,0,10
614,751,582,0,14
283,123,205,1,99
768,442,831,0,11
513,649,723,0,17
528,817,763,0,12
287,252,305,1,63
937,447,770,0,12
305,123,331,1,81
301,246,337,1,66
426,937,797,0,8
938,584,744,0,11
342,118,204,1,101
848,709,862,0,5
234,317,347,1,49
309,115,316,1,73
1023,848,956,0,0
229,168,162,1,125
100,250,206,1,130
321,178,235,1,85
202,167,155,1,129
637,776,568,0,14
171,235,294,1,96
342,167,310,1,72
597,775,520,0,11
956,555,868,0,6
192,272,100,1,113
536,964,743,0,10
614,788,602,0,13
914,496,757,0,10
476,931,741,0,12
761,918,607,0,12
486,846,544,0,13
274,199,318,1,69
275,161,197,1,98
709,924,713,0,6
118,152,130,1,158
350,306,335,1,33
332,131,100,1,126
778,823,708,0,10
150,171,217,1,115
304,284,265,1,63
317,212,106,1,96
508,981,766,0,12
138,287,268,1,82
814,575,656,0,13
894,439,782,0,9
595,652,675,0,15
131,278,176,1,109
686,671,597,0,12
603,977,590,0,11
300,341,138,1,87
304,249,144,1,84
796,499,683,0,14
216,208,228,1,93
246,279,114,1,100
105,201,186,1,137
112,350,188,1,101
133,343,161,1,102
681,949,537,0,13
350,218,106,1,89
949,660,669,0,12
655,1003,764,0,10
546,691,547,0,16
197,156,100,1,128
332,291,262,1,62
516,880,502,0,15
202,128,146,1,140
163,216,210,1,119
678,984,569,0,7
255,318,221,1,82
642,775,717,0,9
155,187,283,1,103
269,101,209,1,117
905,463,643,0,14
666,827,722,0,8
259,224,159,1,94
229,110,276,1,97
269,316,143,1,78
122,285,205,1,99
149,161,133,1,148
271,202,272,1,86
558,1020,576,0,9
200,144,123,1,132
483,736,599,0,14
286,156,169,1,108
819,754,901,0,7
225,227,300,1,73
720,708,672,0,14
218,343,187,1,71
195,210,111,1,133
322,327,324,1,36
465,707,722,0,12
770,609,901,0,7
162,150,255,1,106
561,1023,740,0,11
936,585,677,0,12
334,314,171,1,58
608,701,512,0,17
693,735,546,0,13
551,657,642,0,15
612,930,674,0,10
573,932,611,0,10
212,265,253,1,81
256,329,230,1,69
469,940,517,0,15
707,1023,546,0,9
243,181,166,1,115
945,611,712,0,12
1023,933,906,0,0
588,811,784,0,12
152,142,176,1,145
757,901,575,0,7
350,160,138,1,99
159,203,245,1,105
207,238,288,1,82
804,593,771,0,9
243,321,270,1,70
612,908,766,0,10
284,290,119,1,103
259,314,289,1,56
566,835,551,0,11
283,254,255,1,85
536,820,682,0,10
160,110,221,1,132
189,154,327,1,107
641,800,675,0,14
641,951,642,0,7
581,883,471,0,16
346,347,151,1,59
673,740,666,0,11
181,242,149,1,125
257,140,147,1,121
676,820,747,0,11
579,1022,510,0,10
272,121,245,1,113
138,287,350,1,71
337,332,274,1,33
980,928,913,0,3
257,162,164,1,111
414,702,578,0,16
790,525,759,0,13
186,100,284,1,104
833,562,903,0,8
513,878,702,0,11
234,147,317,1,81
120,350,142,1,114
209,120,181,1,116
1008,400,722,0,11
223,312,162,1,94
350,118,308,1,66
837,507,665,0,11
212,273,294,1,71
127,162,129,1,142
223,112,185,1,126
540,875,594,0,15
175,295,227,1,87
695,624,926,0,7
350,100,201,1,110
172,190,210,1,121
832,457,930,0,8
573,851,720,0,10
139,190,350,1,105
169,284,248,1,100
548,983,676,0,8
184,307,270,1,82
209,223,181,1,98
668,647,590,0,11
162,144,318,1,101
592,745,479,0,16
243,100,180,1,121
326,163,338,1,58
545,771,494,0,14
616,755,621,0,11
839,1023,750,0,6
665,800,647,0,12
735,679,884,0,11
339,181,222,1,72
273,311,138,1,98
893,441,706,0,12
603,857,850,0,8
604,1023,712,0,11
338,307,307,1,38
1003,878,994,0,4
101,166,136,1,158
211,261,261,1,91
350,134,248,1,93
232,236,276,1,78
876,941,885,0,5
178,321,146,1,94
500,606,621,0,19
334,255,310,1,55
421,990,660,0,10
233,269,253,1,91
215,321,254,1,70
350,348,166,1,63
190,199,274,1,102
312,265,240,1,71
235,192,304,1,82
319,317,176,1,74
146,288,303,1,93
305,218,103,1,113
100,282,292,1,86
144,287,328,1,83
334,284,321,1,35
959,828,994,0,4
613,931,755,0,11
704,775,764,0,10
868,479,677,0,14
272,224,196,1,95
704,895,676,0,7
217,251,275,1,90
308,214,291,1,80
217,226,258,1,92
290,228,144,1,108
350,304,223,1,48
585,781,740,0,13
640,916,777,0,11
627,799,466,0,15
579,857,774,0,7
325,100,141,1,124
262,159,284,1,78
161,130,343,1,114
879,407,847,0,13
691,855,561,0,9
835,564,765,0,11
137,191,103,1,148
648,754,599,0,11
776,646,696,0,13
509,663,692,0,17
150,199,307,1,105
149,263,304,1,82
302,266,272,1,69
485,690,704,0,14
292,146,350,1,67
512,822,476,0,18
248,210,241,1,99
128,236,220,1,105
485,706,736,0,15
629,659,680,0,11
302,298,291,1,65
956,517,778,0,11
875,733,830,0,8
687,481,653,0,15
338,149,211,1,95
181,173,127,1,135
601,996,552,0,10
308,246,322,1,57
123,100,151,1,159
552,955,652,0,12
231,139,206,1,123
906,444,660,0,10
111,118,246,1,137
286,180,177,1,104
683,702,761,0,10
511,596,641,0,16
526,1004,545,0,11
128,179,333,1,92
559,893,668,0,10
125,350,317,1,70
310,282,331,1,37
223,254,100,1,123
655,665,674,0,11
286,100,106,1,125
272,153,205,1,112
975,862,866,0,6
346,201,223,1,79
480,746,557,0,13
481,685,541,0,15
178,265,108,1,128
178,332,204,1,90
501,706,489,0,16
718,856,649,0,9
875,666,588,0,12
762,993,539,0,7
501,715,614,0,15
231,112,342,1,94
838,857,1010,0,5
308,100,330,1,76
824,445,892,0,13
735,481,602,0,17
610,627,655,0,16
108,227,100,1,134
658,943,733,0,11
146,315,120,1,110
170,142,228,1,125
624,878,781,0,10
210,166,261,1,113
302,139,100,1,127
633,771,524,0,12
247,313,255,1,62
333,222,297,1,73
218,244,350,1,68
215,161,112,1,136
778,625,890,0,7
649,1023,649,0,10
100,174,304,1,114
511,956,595,0,11
726,895,699,0,9
641,1002,643,0,11
972,435,591,0,13
249,170,161,1,103
135,214,100,1,150
760,1021,791,0,4
442,846,646,0,14
729,454,618,0,14
725,886,596,0,8
633,592,821,0,14
642,947,641,0,12
965,903,797,0,3
419,823,612,0,17
176,324,210,1,79
286,216,302,1,65
474,888,817,0,11
289,100,219,1,97
663,854,729,0,7
279,186,173,1,93
142,244,254,1,92
190,290,231,1,90
536,981,578,0,9
525,729,557,0,12
200,169,213,1,109
253,108,325,1,82
491,986,726,0,7
137,329,151,1,102
340,100,162,1,120
656,738,576,0,12
338,174,280,1,69
105,105,165,1,162
171,186,100,1,143
173,131,190,1,130
266,115,231,1,97
678,693,537,0,11
975,514,888,0,9
685,980,756,0,9
320,129,176,1,115
270,341,173,1,83
218,125,122,1,137
143,255,163,1,115
508,938,649,0,10
981,677,774,0,9
156,308,100,1,111
878,572,841,0,9
602,909,517,0,13
238,143,251,1,101
272,115,161,1,122
596,912,777,0,10
636,991,738,0,10
292,247,289,1,68
332,227,276,1,66
283,156,135,1,123
307,182,293,1,64
507,1023,649,0,10
856,733,803,0,7
182,267,212,1,89
812,474,634,0,16
821,405,839,0,14
100,127,192,1,134
307,100,100,1,121
156,330,166,1,104
1023,597,627,0,7
989,586,909,0,5
931,954,928,0,3
188,146,268,1,121
567,729,805,0,12
583,828,696,0,10
674,831,814,0,9
752,785,643,0,8
316,174,231,1,91
206,225,228,1,105
254,156,156,1,128
266,131,115,1,131
298,197,166,1,86
534,963,590,0,9
453,701,450,0,20
191,313,342,1,51
208,173,100,1,132
187,194,332,1,98
337,230,310,1,63
1023,958,876,0,4
424,798,715,0,14
942,886,833,0,2
254,231,165,1,103
614,713,577,0,17
197,269,259,1,75
150,350,237,1,82
278,331,306,1,50
216,202,146,1,109
245,224,340,1,58
225,198,110,1,120
764,509,786,0,11
726,601,858,0,8
307,227,201,1,78
668,601,755,0,14
883,641,745,0,7
504,811,673,0,12
1019,692,817,0,8
135,163,316,1,97
122,311,201,1,98
626,581,676,0,14
482,790,681,0,12
512,691,543,0,14
138,271,265,1,107
731,663,910,0,10
257,319,266,1,75
202,260,218,1,91
891,586,758,0,10
227,100,281,1,100
310,112,306,1,77
106,208,187,1,125
691,689,806,0,9
221,238,270,1,85
251,187,347,1,71
189,172,213,1,107
882,706,855,0,10
136,317,127,1,124
732,784,684,0,10
688,590,754,0,11
214,188,313,1,87
739,421,910,0,14
231,238,100,1,111
619,790,591,0,13
317,232,110,1,102
608,834,719,0,11
509,970,790,0,9
616,955,644,0,8
122,164,204,1,131
576,640,756,0,13
751,400,785,0,12
328,184,300,1,74
863,581,642,0,9
313,283,226,1,61
938,1023,779,0,3
124,141,100,1,149
976,570,849,0,8
277,286,341,1,57
136,244,192,1,114
1023,415,624,0,13
234,122,131,1,135
756,943,702,0,6
279,209,210,1,101
962,400,731,0,14
227,122,144,1,141
956,571,650,0,12
142,100,149,1,153
636,1023,524,0,12
634,638,538,0,15
913,626,637,0,12
705,982,636,0,11
244,325,100,1,101
843,684,720,0,8
498,830,733,0,12
1023,651,831,0,4
300,350,219,1,65
867,548,758,0,11
259,178,290,1,89
756,604,678,0,11
307,259,145,1,82
345,100,194,1,110
785,650,725,0,11
216,325,151,1,87
1023,595,748,0,7
745,739,560,0,14
669,1023,617,0,11
503,847,667,0,11
181,117,230,1,119
301,292,250,1,58
121,321,200,1,106
244,162,325,1,78
213,264,315,1,78
202,350,315,1,48
622,930,619,0,13
893,1019,820,0,2
1003,400,774,0,9
236,140,277,1,108
251,187,287,1,80
130,125,318,1,120
286,121,331,1,80
206,117,297,1,101
350,302,100,1,73
176,219,287,1,91
306,340,143,1,78
100,305,212,1,106
106,259,183,1,117
557,760,514,0,13
509,938,731,0,8
780,588,755,0,12
177,100,301,1,102
168,121,117,1,157
262,313,324,1,48
330,298,229,1,61
317,255,250,1,76
184,132,194,1,118
210,236,210,1,96
100,350,212,1,94
763,805,805,0,10
219,125,165,1,116
229,222,340,1,68
817,877,955,0,4
121,293,275,1,86
807,580,635,0,15
973,577,659,0,8
293,117,301,1,82
234,296,350,1,65
188,150,253,1,101
1023,588,798,0,6
680,826,498,0,11
137,181,249,1,118
776,662,832,0,7
736,839,739,0,8
727,668,465,0,15
1023,534,861,0,9
1023,744,784,0,5
231,128,274,1,105
122,279,110,1,128
154,166,264,1,107
978,475,630,0,12
265,220,317,1,83
247,284,172,1,96
758,658,622,0,15
704,901,736,0,9
658,947,585,0,11
274,254,278,1,68
244,326,257,1,63
625,661,569,0,14
298,223,221,1,88
294,261,305,1,69
510,836,779,0,10
265,226,237,1,88
457,919,733,0,13
199,162,123,1,126
118,286,257,1,104
169,160,309,1,94
413,924,544,0,13
241,172,129,1,116
243,327,268,1,58
157,224,204,1,124
313,112,158,1,121
963,643,828,0,5
164,338,207,1,91
744,578,676,0,14
255,343,211,1,77
755,424,658,0,14
586,999,547,0,10
227,215,271,1,95
543,1023,557,0,9
295,222,190,1,92
936,594,752,0,10
505,613,545,0,19
343,168,286,1,71
196,100,135,1,151
721,617,752,0,11
150,286,208,1,113
339,279,297,1,46
623,622,691,0,14
271,122,252,1,92
504,756,720,0,14
318,316,257,1,43
475,837,646,0,16
147,103,260,1,127
452,716,711,0,14
169,100,305,1,126
199,110,276,1,114
905,853,835,0,5
678,750,634,0,14
486,799,587,0,16
924,400,673,0,11
715,620,549,0,12
583,930,534,0,13
165,314,268,1,93
277,114,350,1,83
303,123,135,1,118
911,557,769,0,12
169,220,122,1,118
328,233,271,1,70
255,180,205,1,110
281,263,131,1,95
309,293,167,1,70
156,350,138,1,94
990,860,820,0,6
142,293,125,1,124
102,281,192,1,107
559,660,730,0,15
235,161,191,1,105
617,640,520,0,16
472,1022,767,0,8
592,813,511,0,11
179,183,350,1,88
214,233,195,1,99
602,630,655,0,11
995,780,994,0,2
177,242,224,1,99
754,667,822,0,11
146,296,296,1,86
645,933,726,0,7
350,318,207,1,64
604,680,769,0,14
159,318,188,1,108
143,275,125,1,111
209,344,139,1,83
340,139,275,1,72
724,744,652,0,12
962,526,570,0,12
289,331,159,1,81
605,901,698,0,7
402,720,733,0,12
919,551,890,0,6
202,286,297,1,74
306,207,315,1,55
100,339,325,1,72
170,145,144,1,139
641,703,549,0,14
672,963,588,0,7
863,400,769,0,13
649,717,642,0,11
146,275,125,1,126
194,118,143,1,126
604,647,620,0,14
350,169,178,1,88
763,447,651,0,16
301,317,301,1,39
732,608,684,0,13
235,268,226,1,83
242,155,231,1,94
261,139,209,1,101
185,263,243,1,97
112,283,228,1,110
189,231,229,1,107
115,315,283,1,77
152,223,273,1,99
219,123,350,1,84
806,500,593,0,13
598,918,755,0,9
667,688,754,0,11
155,157,203,1,133
813,794,1023,0,5
761,678,633,0,13
612,1023,658,0,7
238,183,264,1,87
543,858,610,0,15
542,705,492,0,15
925,532,598,0,12
683,934,788,0,8
178,291,160,1,96
124,255,288,1,91
594,797,706,0,13
230,185,141,1,114
126,320,188,1,102
660,603,759,0,15
203,232,194,1,109
110,100,350,1,119
592,941,614,0,12
532,738,615,0,13
1023,1023,916,0,1
165,100,197,1,145
954,783,1023,0,6
249,293,324,1,56
680,659,635,0,14
195,116,246,1,109
321,332,120,1,77
710,764,506,0,13
339,100,100,1,133
552,904,740,0,10
614,897,714,0,12
901,651,633,0,12
815,559,754,0,10
739,862,658,0,11
302,100,201,1,99
218,300,144,1,94
789,659,812,0,7
630,838,747,0,13
682,678,548,0,14
640,873,739,0,12
231,285,167,1,95
100,187,144,1,137
120,218,191,1,129
560,735,681,0,13
350,174,221,1,76
104,131,182,1,152
291,134,350,1,70
599,744,647,0,10
249,261,327,1,64
244,254,274,1,70
329,267,251,1,74
560,609,624,0,16
982,834,872,0,2
778,455,633,0,13
229,247,179,1,95
1023,583,841,0,7
720,753,615,0,10
752,513,683,0,12
633,729,693,0,15
179,350,100,1,108
578,916,755,0,9
705,1023,726,0,10
954,742,700,0,6
350,100,110,1,116
950,845,1023,0,4
549,809,584,0,15
983,488,598,0,14
497,550,573,0,18
174,272,100,1,126
152,318,243,1,87
556,741,662,0,15
720,848,450,0,13
202,212,125,1,128
214,350,267,1,54
132,141,204,1,144
213,190,191,1,122
175,124,249,1,129
343,295,322,1,48
201,330,162,1,97
260,114,282,1,108
756,492,749,0,11
610,964,713,0,9
262,283,243,1,75
283,225,207,1,83
127,132,198,1,131
630,1023,603,0,8
350,137,163,1,105
260,256,307,1,73
759,618,603,0,13
161,299,318,1,81
554,687,644,0,16
173,350,301,1,62
247,203,288,1,72
488,906,687,0,10
327,342,118,1,78
925,575,679,0,13
615,966,816,0,6
998,662,784,0,9
760,687,571,0,15
640,901,822,0,8
589,873,639,0,10
746,854,582,0,11
273,209,303,1,75
274,347,103,1,86
113,221,277,1,102
246,124,288,1,110
761,400,865,0,11
235,256,188,1,87
113,212,183,1,133
972,400,614,0,13
942,773,986,0,4
457,724,715,0,13
756,400,734,0,14
342,181,118,1,106
342,201,293,1,69
321,311,177,1,77
508,921,745,0,9
214,268,291,1,74
185,200,100,1,126
196,154,134,1,137
949,526,738,0,9
156,123,292,1,112
244,258,278,1,79
686,999,803,0,5
519,920,760,0,9
764,939,737,0,7
124,233,267,1,99
895,800,750,0,6
456,932,518,0,14
619,1023,631,0,8
186,272,149,1,103
193,283,100,1,108
812,779,813,0,6
811,442,595,0,12
588,769,585,0,12
341,236,142,1,78
593,654,727,0,15
109,238,253,1,105
461,744,718,0,11
1023,1023,947,0,0
206,100,124,1,154
350,137,275,1,76
350,188,317,1,57
235,275,247,1,75
154,100,271,1,133
109,304,198,1,100
227,327,164,1,97
334,133,174,1,92
721,481,704,0,13
749,420,778,0,14
501,812,791,0,11
141,312,185,1,95
134,276,338,1,75
166,219,148,1,117
263,294,257,1,61
497,941,628,0,11
582,751,764,0,10
658,718,542,0,14
562,844,673,0,14
867,494,798,0,12
553,746,710,0,11
685,587,491,0,13
661,837,691,0,9
140,168,120,1,147
308,235,262,1,66
196,100,322,1,99
232,236,298,1,81
901,660,735,0,10
436,602,753,0,13
813,440,862,0,10
137,326,336,1,64
202,172,152,1,125
473,895,606,0,11
342,100,176,1,108
234,188,187,1,111
274,317,303,1,44
137,329,236,1,79
183,149,312,1,97
100,140,216,1,133
205,219,200,1,113
167,100,350,1,99
903,872,987,0,4
748,1023,649,0,5
774,491,874,0,11
608,1004,717,0,6
213,176,327,1,91
123,223,319,1,107
250,318,348,1,53
697,1004,612,0,10
770,675,806,0,12
237,186,350,1,79
563,845,618,0,10
830,583,710,0,13
517,1023,525,0,11
290,183,182,1,96
798,407,893,0,10
463,884,810,0,12
554,949,562,0,11
540,761,656,0,14
872,483,697,0,15
114,121,152,1,147
199,113,132,1,141
656,1023,693,0,11
176,116,100,1,154
724,1023,801,0,4
835,456,772,0,13
161,122,105,1,140
121,350,233,1,88
193,291,286,1,68
898,999,937,0,3
155,188,228,1,120
234,153,142,1,125
203,243,152,1,104
981,750,735,0,7
316,279,304,1,54
190,143,246,1,107
972,813,866,0,5
922,668,888,0,8
350,268,214,1,74
262,222,137,1,113
953,400,702,0,10
188,104,227,1,123
530,591,635,0,14
265,113,133,1,138
147,333,350,1,74
860,462,808,0,8
350,179,103,1,109
764,731,874,0,9
283,203,255,1,93
774,661,861,0,11
781,666,747,0,8
528,880,675,0,11
708,1009,742,0,7
129,122,163,1,155
850,468,568,0,16
939,553,722,0,9
745,515,777,0,13
295,127,315,1,85
252,281,342,1,47
111,308,271,1,93
250,108,177,1,118
172,344,109,1,104
648,1013,659,0,9
959,668,950,0,4
327,305,159,1,72
241,105,100,1,147
323,218,185,1,77
688,668,532,0,15
723,821,850,0,8
103,146,255,1,135
124,313,345,1,83
487,748,589,0,13
247,128,153,1,126
302,134,193,1,104
812,488,676,0,14
167,245,100,1,120
644,992,653,0,7
314,140,175,1,102
464,707,678,0,15
909,584,705,0,10
228,200,139,1,123
210,319,100,1,102
100,184,321,1,107
571,587,543,0,13
609,617,655,0,17
714,827,640,0,8
692,809,576,0,13
101,307,100,1,123
215,305,236,1,69
839,532,815,0,11
132,211,140,1,129
308,111,178,1,115
224,143,196,1,114
227,134,245,1,110
145,285,211,1,102
243,278,306,1,71
114,138,166,1,140
222,326,100,1,106
246,274,167,1,102
745,1023,653,0,5
712,507,814,0,14
145,317,214,1,93
747,660,608,0,15
100,350,247,1,88
136,131,265,1,134
755,528,799,0,12
719,647,549,0,11
192,174,269,1,107
184,220,252,1,96
640,762,744,0,12
703,958,810,0,8
472,837,738,0,14
332,141,328,1,80
997,643,857,0,4
177,177,254,1,107
806,472,773,0,11
